"accountId";"cardId";"operation";"merchant";"brandMerchant";"mcc";"purchaseAmount";"purchaseDate"
"143338";"69156";"Compra Pré-Pago Débito Visa";"Visa";"PONTO 73                 CUBATAO      BR";"EATING PLACES AND RESTAURANTS";"16.00";"2024-10-08 01:04:00"
"311636";"162722";"Compra Pré-Pago Débito Visa";"Visa";"VIA ARAUCARIA            CURITIBA     BR";"TOLL AND BRIDGE FEES";"34.50";"2024-10-08 01:05:00"
"177026";"79694";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO MONTANHA LTD  FERNANDES PINBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"610.00";"2024-10-08 01:07:00"
"41701";"41693";"Compra Pré-Pago Débito Visa";"Visa";"CONVENIENCIA ARTHUR      SANTO ANDRE  BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"6.80";"2024-10-08 01:12:00"
"251941";"114132";"Compra Pré-Pago Débito Visa";"Visa";"CONCESSIONARIA DAS ROD   CHAPADAO DO SBR";"TOLL AND BRIDGE FEES";"90.30";"2024-10-08 01:14:00"
"117383";"111158";"Compra Pré-Pago Débito Visa";"Visa";"MP *LANCHE               PARANAGUA    BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"37.00";"2024-10-08 01:31:00"
"177116";"152427";"Compra Pré-Pago Débito Visa";"Visa";"MORADA DO SOL AUTO POSTO MIRACATU     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"15.00";"2024-10-08 01:32:00"
"308941";"159179";"Compra Pré-Pago Débito Visa";"Visa";"AutoPostoFlorDa          CRUZEIRO DO OBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1693.24";"2024-10-08 01:36:00"
"302949";"170210";"Compra Pré-Pago Débito Visa";"Visa";"AutoPostoFlorDa          CRUZEIRO DO OBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1940.00";"2024-10-08 01:57:00"
"138363";"50306";"Compra Pré-Pago Débito Visa";"Visa";"PONTO 73                 CUBATAO      BR";"EATING PLACES AND RESTAURANTS";"28.00";"2024-10-08 01:57:00"
"269827";"111301";"Compra Pré-Pago Débito Visa";"Visa";"AutoPostoFlorDa          CRUZEIRO DO OBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1863.27";"2024-10-08 02:01:00"
"256448";"171916";"Compra Pré-Pago Débito Visa";"Visa";"AutoPostoTapejara        TAPEJARA     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"495.00";"2024-10-08 02:02:00"
"303046";"118143";"Compra Pré-Pago Débito Visa";"Visa";"AUTOBAN                  VALINHOS     BR";"TOLL AND BRIDGE FEES";"102.60";"2024-10-08 02:23:00"
"257272";"144932";"Compra Pré-Pago Débito Visa";"Visa";"PONTO 73                 CUBATAO      BR";"EATING PLACES AND RESTAURANTS";"6.00";"2024-10-08 02:25:00"
"58472";"83102";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO GUERRA        BARRETOS     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1430.00";"2024-10-08 02:31:00"
"107723";"107712";"Compra Pré-Pago Débito Visa";"Visa";"POSTO SERRA DOURA        REALEZA      BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1732.00";"2024-10-08 02:31:00"
"311636";"162722";"Compra Pré-Pago Débito Visa";"Visa";"POSTO SAO CRISTOVAO II   SAO MATEUS   BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1130.17";"2024-10-08 02:31:00"
"188148";"112488";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO GUERRA        BARRETOS     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"2596.00";"2024-10-08 02:32:00"
"138363";"50306";"Compra Pré-Pago Débito Visa";"Visa";"ECOPATIO LOGISTICA CUB   CUBATAO      BR";"PARKING LOTS AND GARAGES";"58.50";"2024-10-08 02:34:00"
"277518";"165649";"Compra Pré-Pago Débito Visa";"Visa";"GRAAL                    SANTA BARBARABR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1000.00";"2024-10-08 02:36:00"
"44562";"114797";"Compra Pré-Pago Débito Visa";"Visa";"ChurrascariaE            GUARA        BR";"EATING PLACES AND RESTAURANTS";"15.00";"2024-10-08 02:36:00"
"44562";"114797";"Compra Pré-Pago Débito Visa";"Visa";"ChurrascariaE            GUARA        BR";"EATING PLACES AND RESTAURANTS";"15.00";"2024-10-08 02:37:00"
"81943";"126965";"Compra Pré-Pago Débito Visa";"Visa";"RODOANEL                 OSASCO       BR";"TOLL AND BRIDGE FEES";"12.80";"2024-10-08 02:43:00"
"251941";"114132";"Compra Pré-Pago Débito Visa";"Visa";"RedepostoMs              TRES LAGOAS  BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"288.50";"2024-10-08 02:43:00"
"310807";"153983";"Compra Pré-Pago Débito Visa";"Visa";"BRASIL PETRO             CASTILHO     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"142.19";"2024-10-08 02:47:00"
"310807";"153983";"Compra Pré-Pago Débito Visa";"Visa";"BRASIL PETRO             CASTILHO     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"95.69";"2024-10-08 02:49:00"
"303046";"118143";"Compra Pré-Pago Débito Visa";"Visa";"AUTOBAN                  VALINHOS     BR";"TOLL AND BRIDGE FEES";"78.30";"2024-10-08 03:02:00"
"177108";"108559";"Compra Pré-Pago Débito Visa";"Visa";"JI COM DE COMB LTDA ME   CARAMBEI     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"22.49";"2024-10-08 03:10:00"
"213625";"172007";"Compra Pré-Pago Débito Visa";"Visa";"POSTO TIGRAO II          CAMPO GRANDE BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"574.00";"2024-10-08 03:17:00"
"87140";"87131";"Compra Pré-Pago Débito Visa";"Visa";"POSTO SAO PAULO 400      PRESIDENTE PRBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"12.90";"2024-10-08 03:18:00"
"43128";"153753";"Compra Pré-Pago Débito Visa";"Visa";"Superiorecaffe           SANTOS       BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"12.90";"2024-10-08 03:26:00"
"43128";"153753";"Compra Pré-Pago Débito Visa";"Visa";"Superiorecaffe           SANTOS       BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"5.50";"2024-10-08 03:27:00"
"55222";"55214";"Compra Pré-Pago Débito Visa";"Visa";"ROTA PARKING             SAO FRANCISCOBR";"PARKING LOTS AND GARAGES";"60.00";"2024-10-08 03:30:00"
"130028";"73364";"Compra Pré-Pago Débito Visa";"Visa";"POSTO ATLANTICO P        ALEXANDRA    BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"570.40";"2024-10-08 03:38:00"
"137160";"65978";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO CRUZEI        CRUZEIRO DO OBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1782.73";"2024-10-08 04:06:00"
"141392";"134449";"Compra Pré-Pago Débito Visa";"Visa";"REAL COMERCIO DE         RIBEIRAO PRETBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"549.00";"2024-10-08 04:12:00"
"45831";"45823";"Compra Pré-Pago Débito Visa";"Visa";"TEBE                     BEBEDOURO    BR";"TOLL AND BRIDGE FEES";"33.90";"2024-10-08 04:13:00"
"69722";"69714";"Compra Pré-Pago Débito Visa";"Visa";"VIA ARAUCARIA            CURITIBA     BR";"TOLL AND BRIDGE FEES";"34.50";"2024-10-08 04:20:00"
"189073";"120145";"Compra Pré-Pago Débito Visa";"Visa";"CAPIXABOM                RIBEIRAO PRETBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"3557.64";"2024-10-08 04:30:00"
"189073";"120145";"Compra Pré-Pago Débito Visa";"Visa";"CAPIXABOM                RIBEIRAO PRETBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1000.00";"2024-10-08 04:33:00"
"53740";"53732";"Compra Pré-Pago Débito Visa";"Visa";"EPR LITORAL PIONE        CURITIBA     BR";"TOLL AND BRIDGE FEES";"84.00";"2024-10-08 04:36:00"
"50734";"50726";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO CRUZEI        CRUZEIRO DO OBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"559.02";"2024-10-08 04:36:00"
"88762";"88836";"Compra Pré-Pago Débito Visa";"Visa";"PLANURA COMERCIO DE CO   PLANURA      BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"197.40";"2024-10-08 04:39:00"
"172725";"62907";"Compra Pré-Pago Débito Visa";"Visa";"CASA VERDE               NOVA ANDRADINBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"959.00";"2024-10-08 04:47:00"
"75867";"171566";"Compra Pré-Pago Débito Visa";"Visa";"REDE PROGRESSO GUARAPU   Guarapuava   BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"219.54";"2024-10-08 04:47:00"
"306593";"73067";"Compra Pré-Pago Débito Visa";"Visa";"CONCESSIONARIA DE RODO   CAMPO GRANDE BR";"TOLL AND BRIDGE FEES";"25.50";"2024-10-08 04:49:00"
"149335";"169793";"Compra Pré-Pago Débito Visa";"Visa";"MAHLE BRASIL             PONTA GROSSA BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1671.50";"2024-10-08 04:53:00"
"176385";"62571";"Compra Pré-Pago Débito Visa";"Visa";"KAUE DO ABC LANCHONET    Santo Andre  BR";"FAST FOOD RESTAURANTS";"7.00";"2024-10-08 04:54:00"
"188737";"168475";"Compra Pré-Pago Débito Visa";"Visa";"CONCESSIONARIA DE RODO   CAMPO GRANDE BR";"TOLL AND BRIDGE FEES";"51.80";"2024-10-08 04:55:00"
"210484";"170962";"Compra Pré-Pago Débito Visa";"Visa";"ROTA DO OESTE            CUIABA       BR";"TOLL AND BRIDGE FEES";"44.10";"2024-10-08 05:06:00"
"41193";"41185";"Compra Pré-Pago Débito Visa";"Visa";"POSTO CPA                MARIALVA     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"734.08";"2024-10-08 05:06:00"
"139020";"132077";"Compra Pré-Pago Débito Visa";"Visa";"REDE ESTORIL             ARAMINA      BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1039.00";"2024-10-08 05:12:00"
"310346";"46875";"Compra Pré-Pago Débito Visa";"Visa";"CONCESSIONARIA DAS ROD   CHAPADAO DO SBR";"TOLL AND BRIDGE FEES";"90.30";"2024-10-08 05:14:00"
"187599";"50685";"Compra Pré-Pago Débito Visa";"Visa";"Marinamotta              SAO JOAQUIM DBR";"BAKERIES";"19.70";"2024-10-08 05:20:00"
"176385";"62571";"Compra Pré-Pago Débito Visa";"Visa";"RIACHO GRANDE            SAO BERNARDO BR";"TOLL AND BRIDGE FEES";"110.40";"2024-10-08 05:20:00"
"69722";"69714";"Compra Pré-Pago Débito Visa";"Visa";"EPR LITORAL PIONE        CURITIBA     BR";"TOLL AND BRIDGE FEES";"67.80";"2024-10-08 05:22:00"
"188737";"168475";"Compra Pré-Pago Débito Visa";"Visa";"POSTO CAMPEAO            JARAGUARI    BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"2500.00";"2024-10-08 05:23:00"
"253427";"129772";"Compra Pré-Pago Débito Visa";"Visa";"CONCESSIONARIA DAS ROD   CHAPADAO DO SBR";"TOLL AND BRIDGE FEES";"77.40";"2024-10-08 05:26:00"
"183573";"82788";"Compra Pré-Pago Débito Visa";"Visa";"CASA VERDE               NOVA ANDRADINBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1470.00";"2024-10-08 05:31:00"
"123985";"117760";"Compra Pré-Pago Débito Visa";"Visa";"POSTO PANDA SOLIGO       GUARANIACU   BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"559.05";"2024-10-08 05:37:00"
"50921";"50913";"Compra Pré-Pago Débito Visa";"Visa";"AutoPostoTapejara        TAPEJARA     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1250.00";"2024-10-08 05:39:00"
"252600";"149828";"Compra Pré-Pago Débito Visa";"Visa";"POSTO TAQUARUCU          ITAGUAJE     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"574.00";"2024-10-08 05:40:00"
"284428";"138020";"Compra Pré-Pago Débito Visa";"Visa";"ZAFALON SEDE ALVORADA    GUAIRA       BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"700.00";"2024-10-08 05:40:00"
"44425";"96170";"Compra Pré-Pago Débito Visa";"Visa";"MP *SUCOMANANCIAL        IACRI        BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"14.00";"2024-10-08 05:45:00"
"205480";"114920";"Compra Pré-Pago Débito Visa";"Visa";"EPR LITORAL PIONE        CURITIBA     BR";"TOLL AND BRIDGE FEES";"84.00";"2024-10-08 05:50:00"
"288535";"117164";"Compra Pré-Pago Débito Visa";"Visa";"CINQUENTAO COM DE COMBU  UBERABA      BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"988.20";"2024-10-08 05:50:00"
"266130";"122138";"Compra Pré-Pago Débito Visa";"Visa";"PONTO 73                 CUBATAO      BR";"EATING PLACES AND RESTAURANTS";"19.00";"2024-10-08 05:55:00"
"190495";"91622";"Compra Pré-Pago Débito Visa";"Visa";"RESTAURANTE LOS PAMPAS   Prata        BR";"EATING PLACES AND RESTAURANTS";"12.00";"2024-10-08 05:56:00"
"122049";"115824";"Compra Pré-Pago Débito Visa";"Visa";"BRASIL PETRO             CASTILHO     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"697.50";"2024-10-08 05:56:00"
"259301";"169743";"Compra Pré-Pago Débito Visa";"Visa";"YOSHIOKA COMERCIO        IRAPURU      BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1896.87";"2024-10-08 06:05:00"
"306173";"126962";"Compra Pré-Pago Débito Visa";"Visa";"PADARIA PAO DE MEL       IRAPURU      BR";"BAKERIES";"10.50";"2024-10-08 06:06:00"
"172592";"71623";"Compra Pré-Pago Débito Visa";"Visa";"SONIA MARIA ARCANGELO    CONCHAL      BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"11.00";"2024-10-08 06:06:00"
"112908";"111317";"Compra Pré-Pago Débito Visa";"Visa";"MAHLE CRUZEIRO           PONTA GROSSA BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"335.40";"2024-10-08 06:06:00"
"177026";"79694";"Compra Pré-Pago Débito Visa";"Visa";"VIA ARAUCARIA            CURITIBA     BR";"TOLL AND BRIDGE FEES";"40.80";"2024-10-08 06:07:00"
"74617";"84956";"Compra Pré-Pago Débito Visa";"Visa";"MP *3ANJOS               CRUZEIRO DO OBR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"231.00";"2024-10-08 06:08:00"
"97341";"93997";"Compra Pré-Pago Débito Visa";"Visa";"Goalflex                 MARINGA      BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"200.00";"2024-10-08 06:09:00"
"253427";"129772";"Compra Pré-Pago Débito Visa";"Visa";"CONCESSIONARIA DA RODO   CHAPADAO DO SBR";"TOLL AND BRIDGE FEES";"73.20";"2024-10-08 06:09:00"
"289949";"173250";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO VERMEL        SAO JOAQUIM DBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"30.00";"2024-10-08 06:10:00"
"264665";"108740";"Compra Pré-Pago Débito Visa";"Visa";"FOX MILENIUM             VENTANIA     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1399.87";"2024-10-08 06:10:00"
"74274";"113446";"Compra Pré-Pago Débito Visa";"Visa";"EstorilFoodShop          ARAMINA      BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"4.50";"2024-10-08 06:12:00"
"77298";"77290";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO CHEGADAO      Santa MarianaBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"664.89";"2024-10-08 06:12:00"
"54753";"54745";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO GAMELEIRA     UBERABA      BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1200.00";"2024-10-08 06:13:00"
"57655";"86912";"Compra Pré-Pago Débito Visa";"Visa";"JULIO CESAR ZART         MERCEDES     BR";"FREEZER AND LOCKER MEAT PROVISIONERS, MEAT PROVISIONERS - FREEZER AND LOCKER";"10.00";"2024-10-08 06:14:00"
"205480";"114920";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO DIVISAO BR    JACAREZINHO  BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1558.34";"2024-10-08 06:17:00"
"122049";"115824";"Compra Pré-Pago Débito Visa";"Visa";"CHURRASCARIA BRASIL PET  CARTILHO     BR";"EATING PLACES AND RESTAURANTS";"16.00";"2024-10-08 06:17:00"
"79093";"47800";"Compra Pré-Pago Débito Visa";"Visa";"POSTO CPA                MARIALVA     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"26.00";"2024-10-08 06:17:00"
"181219";"51120";"Compra Pré-Pago Débito Visa";"Visa";"TEBE                     BEBEDOURO    BR";"TOLL AND BRIDGE FEES";"42.80";"2024-10-08 06:18:00"
"153717";"143878";"Compra Pré-Pago Débito Visa";"Visa";"CONCESSIONARIA DA RODO   CHAPADAO DO SBR";"TOLL AND BRIDGE FEES";"48.80";"2024-10-08 06:18:00"
"259876";"145652";"Compra Pré-Pago Débito Visa";"Visa";"SPVIAS                   TATUI        BR";"TOLL AND BRIDGE FEES";"55.80";"2024-10-08 06:19:00"
"122309";"73569";"Compra Pré-Pago Débito Visa";"Visa";"RESTAURANTE SERRO AZUL   BRODOWSKI    BR";"EATING PLACES AND RESTAURANTS";"10.00";"2024-10-08 06:21:00"
"58587";"58579";"Compra Pré-Pago Débito Visa";"Visa";"BRASIL PETRO             CASTILHO     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1808.48";"2024-10-08 06:21:00"
"44562";"114797";"Compra Pré-Pago Débito Visa";"Visa";"RESTAURANTE E CONVENIE   UBERABA      BR";"EATING PLACES AND RESTAURANTS";"26.00";"2024-10-08 06:24:00"
"194080";"154929";"Compra Pré-Pago Débito Visa";"Visa";"RESTAURANTE O EST        CUBATAO      BR";"EATING PLACES AND RESTAURANTS";"9.00";"2024-10-08 06:24:00"
"51718";"51710";"Compra Pré-Pago Débito Visa";"Visa";"RESTAURANTE KSB          LONDRINA     BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"12.00";"2024-10-08 06:27:00"
"52981";"52973";"Compra Pré-Pago Débito Visa";"Visa";"POSTO JOTAO              ORTIGUEIRA   BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"134.50";"2024-10-08 06:29:00"
"51568";"51560";"Compra Pré-Pago Débito Visa";"Visa";"CARMEN DE FATIMA         SERRA DO SALIBR";"BAKERIES";"11.00";"2024-10-08 06:31:00"
"210384";"126262";"Compra Pré-Pago Débito Visa";"Visa";"Goalflex                 MARINGA      BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"113.00";"2024-10-08 06:31:00"
"50113";"50105";"Compra Pré-Pago Débito Visa";"Visa";"CARMEN DE FATIMA         SERRA DO SALIBR";"BAKERIES";"7.00";"2024-10-08 06:31:00"
"308830";"173728";"Compra Pré-Pago Débito Visa";"Visa";"POSTO ESPLANADA          PINHALZINHO  BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"23.00";"2024-10-08 06:31:00"
"138250";"112480";"Compra Pré-Pago Débito Visa";"Visa";"PSJ IPUA COMERCIO DE C   RIBEIRAO PRETBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"555.00";"2024-10-08 06:33:00"
"309426";"82804";"Compra Pré-Pago Débito Visa";"Visa";"QUINHENTOS LTDA          Guaraniacu   BR";"GROCERY STORES AND SUPERMARKETS";"17.00";"2024-10-08 06:35:00"
"74593";"74585";"Compra Pré-Pago Débito Visa";"Visa";"BARRACA DO ROBERTO       MARINGA      BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"8.00";"2024-10-08 06:36:00"
"288030";"173810";"Compra Pré-Pago Débito Visa";"Visa";"COMBE DO SABOR           TEIXEIRA DE FBR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"11.00";"2024-10-08 06:37:00"
"83544";"83535";"Compra Pré-Pago Débito Visa";"Visa";"PANIFICADORA REAL        VENTANIA     BR";"BAKERIES";"5.20";"2024-10-08 06:37:00"
"211174";"140194";"Compra Pré-Pago Débito Visa";"Visa";"BTP TRANSPORTES DE CAR   LONDRINA     BR";"MOTOR FREIGHT CARRIERS AND TRUCKING - LOCAL AND LONG DISTANCE, MOVING AND STORAGE COMPANIES, AND LOCAL DELIVERY";"15.00";"2024-10-08 06:37:00"
"77856";"77848";"Compra Pré-Pago Débito Visa";"Visa";"RESTAURANTE CHAPAO       SERTANOPOLIS BR";"EATING PLACES AND RESTAURANTS";"13.00";"2024-10-08 06:38:00"
"146224";"139281";"Compra Pré-Pago Débito Visa";"Visa";"LANCHONTE RESTAURANTE    TACIBA       BR";"FAST FOOD RESTAURANTS";"13.00";"2024-10-08 06:38:00"
"57536";"41286";"Compra Pré-Pago Débito Visa";"Visa";"BIGODES BAR              SAO PAULO    BR";"FAST FOOD RESTAURANTS";"14.00";"2024-10-08 06:39:00"
"199176";"117519";"Compra Pré-Pago Débito Visa";"Visa";"Goalflex                 MARINGA      BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"26.75";"2024-10-08 06:39:00"
"49706";"105880";"Compra Pré-Pago Débito Visa";"Visa";"LANCHONTE RESTAURANTE    TACIBA       BR";"FAST FOOD RESTAURANTS";"10.00";"2024-10-08 06:40:00"
"131513";"96216";"Compra Pré-Pago Débito Visa";"Visa";"MAHLE MARMELEIRO         MARMELEIRO   BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"6700.00";"2024-10-08 06:41:00"
"60538";"60530";"Compra Pré-Pago Débito Visa";"Visa";"CONCEBRA                 GOIANIA      BR";"TOLL AND BRIDGE FEES";"30.00";"2024-10-08 06:41:00"
"288775";"76881";"Compra Pré-Pago Débito Visa";"Visa";"ZAPA AUTO POSTO          DOUTOR CAMARGBR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"29.50";"2024-10-08 06:43:00"
"155789";"100164";"Compra Pré-Pago Débito Visa";"Visa";"DELTA MAFRA 01           MAFRA        BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"363.00";"2024-10-08 06:44:00"
"306077";"127516";"Compra Pré-Pago Débito Visa";"Visa";"PISTA 3                  ARAQUARI     BR";"TOLL AND BRIDGE FEES";"36.40";"2024-10-08 06:44:00"
"257336";"95578";"Compra Pré-Pago Débito Visa";"Visa";"genykelly                SANTOS       BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"10.00";"2024-10-08 06:45:00"
"287598";"114127";"Compra Pré-Pago Débito Visa";"Visa";"CONCESSIONARIA DA RODO   CHAPADAO DO SBR";"TOLL AND BRIDGE FEES";"109.80";"2024-10-08 06:45:00"
"46573";"147624";"Compra Pré-Pago Débito Visa";"Visa";"DOCE SABOR PADARIA       MACATUBA     BR";"BAKERIES";"6.85";"2024-10-08 06:46:00"
"120635";"114410";"Compra Pré-Pago Débito Visa";"Visa";"BTP TRANSPORTES DE CAR   LONDRINA     BR";"MOTOR FREIGHT CARRIERS AND TRUCKING - LOCAL AND LONG DISTANCE, MOVING AND STORAGE COMPANIES, AND LOCAL DELIVERY";"15.00";"2024-10-08 06:46:00"
"114284";"146238";"Compra Pré-Pago Débito Visa";"Visa";"CONCESSIONARIA DA RODO   CHAPADAO DO SBR";"TOLL AND BRIDGE FEES";"73.20";"2024-10-08 06:47:00"
"50787";"50779";"Compra Pré-Pago Débito Visa";"Visa";"AUTO POSTO PIRANG        PIRANGI      BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"4638.65";"2024-10-08 06:50:00"
"77256";"77248";"Compra Pré-Pago Débito Visa";"Visa";"RESTAURANTE KSB          LONDRINA     BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"10.00";"2024-10-08 06:53:00"
"108342";"108331";"Compra Pré-Pago Débito Visa";"Visa";"BRASIL PETRO             CASTILHO     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1646.16";"2024-10-08 06:54:00"
"153392";"165455";"Compra Pré-Pago Débito Visa";"Visa";"LUCYANNE APARECIDA SCA   BANDEIRANTES BR";"EATING PLACES AND RESTAURANTS";"8.00";"2024-10-08 06:54:00"
"262297";"119264";"Compra Pré-Pago Débito Visa";"Visa";"PLATINAO 352081          CAMPO GRANDE BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"110.00";"2024-10-08 06:55:00"
"149043";"142100";"Compra Pré-Pago Débito Visa";"Visa";"ANJO AZUL ESTACIONAMENTO SAO JOAQUIM DBR";"GROCERY STORES AND SUPERMARKETS";"30.00";"2024-10-08 06:56:00"
"301413";"173436";"Compra Pré-Pago Débito Visa";"Visa";"PADARIA DELIPAN          BORRAZOPOLIS BR";"BAKERIES";"20.00";"2024-10-08 06:56:00"
"209945";"155223";"Compra Pré-Pago Débito Visa";"Visa";"POSTO RUDNICK IPIRANGA   GUARAMIRIM   BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"1970.53";"2024-10-08 06:57:00"
"257422";"134962";"Compra Pré-Pago Débito Visa";"Visa";"PG *TON IMPERATRIZ L     BATAGUASSU   BR";"MISCELLANEOUS FOOD STORES - CONVENIENCE STORES AND SPECIALTY MARKETS";"6.00";"2024-10-08 07:00:00"
"58587";"58579";"Compra Pré-Pago Débito Visa";"Visa";"CHURRASCARIA BRASIL PET  CARTILHO     BR";"EATING PLACES AND RESTAURANTS";"26.00";"2024-10-08 07:00:00"
"288217";"141768";"Compra Pré-Pago Débito Visa";"Visa";"PETROLANDIA COMER        ROLANDIA     BR";"SERVICE STATIONS (WITH OR WITHOUT ANCILLARY SERVICES)";"222.40";"2024-10-08 07:00:00"
